sex,1,2,3,4,5,6,7,8,9,10,11,12,13,14
female,25.05785659204744,20.574684629064073,8.787856174866942,8.308343410195006,6.984109586445069,3.890233829981172,5.415658327695108,2.678731623737043,3.3412567002030076,5.126985428460294,3.298898240682645,4.0821675130220125,1.1303039626593003,1.3229139809408672
male,22.043528836516856,14.837175010259376,12.460914029860911,9.642755228663153,9.41955647111139,7.587087389743415,3.8067779683925878,5.573639065061135,4.473962370050118,2.438679957127742,3.105328503407307,1.8265172899279543,1.235793002544811,1.5482848773332374
